[2026-06-09 18:19:09] GET /api/metrics/table - Total: 6.08ms, DB Conn: 0.86ms, DB Query: 1.82ms
[2026-06-09 18:19:09] GET /api/metrics/charts - Total: 7.16ms, DB Conn: 0.78ms, DB Query: 4.04ms
[2026-06-09 18:19:10] GET /api/filters - Total: 2.95ms, DB Conn: 0.87ms, DB Query: 0.82ms
[2026-06-09 18:19:10] GET /api/report-metadata - Total: 2.58ms, DB Conn: 1.00ms, DB Query: 0.74ms
[2026-06-09 18:19:10] GET /api/metrics/summary - Total: 3.54ms, DB Conn: 0.89ms, DB Query: 1.01ms
[2026-06-09 18:19:10] GET /api/metrics/charts - Total: 6.47ms, DB Conn: 0.93ms, DB Query: 3.90ms
[2026-06-09 18:19:10] GET /api/metrics/table - Total: 7.29ms, DB Conn: 0.67ms, DB Query: 1.81ms
[2026-06-09 18:19:10] GET /api/report-metadata - Total: 3.64ms, DB Conn: 0.85ms, DB Query: 1.10ms
[2026-06-09 18:19:10] GET /api/filters - Total: 3.22ms, DB Conn: 0.83ms, DB Query: 0.87ms
[2026-06-09 18:19:10] GET /api/metrics/summary - Total: 3.50ms, DB Conn: 0.99ms, DB Query: 1.08ms
[2026-06-09 18:19:10] GET /api/metrics/charts - Total: 7.22ms, DB Conn: 0.72ms, DB Query: 4.54ms
[2026-06-09 18:19:10] GET /api/metrics/table - Total: 11.74ms, DB Conn: 0.91ms, DB Query: 2.00ms
[2026-06-09 18:19:11] GET /api/report-metadata - Total: 2.58ms, DB Conn: 1.16ms, DB Query: 0.91ms
[2026-06-09 18:19:11] GET /api/filters - Total: 3.28ms, DB Conn: 1.17ms, DB Query: 1.12ms
[2026-06-09 18:19:11] GET /api/filters - Total: 3.16ms, DB Conn: 1.05ms, DB Query: 1.00ms
[2026-06-09 18:19:11] GET /api/report-metadata - Total: 2.76ms, DB Conn: 0.91ms, DB Query: 0.75ms
[2026-06-09 18:19:11] GET /api/metrics/summary - Total: 5.07ms, DB Conn: 1.04ms, DB Query: 1.57ms
[2026-06-09 18:19:11] GET /api/metrics/charts - Total: 7.33ms, DB Conn: 0.99ms, DB Query: 4.75ms
[2026-06-09 18:19:11] GET /api/metrics/summary - Total: 2.94ms, DB Conn: 0.81ms, DB Query: 1.03ms
[2026-06-09 18:19:11] GET /api/metrics/table - Total: 6.23ms, DB Conn: 0.91ms, DB Query: 2.21ms
[2026-06-09 18:19:11] GET /api/metrics/charts - Total: 5.75ms, DB Conn: 0.91ms, DB Query: 3.45ms
[2026-06-09 18:19:11] GET /api/metrics/table - Total: 7.24ms, DB Conn: 0.70ms, DB Query: 1.72ms
[2026-06-09 18:19:18] GET /api/report-metadata - Total: 3.00ms, DB Conn: 1.02ms, DB Query: 0.68ms
[2026-06-09 18:19:18] GET /api/metrics/summary - Total: 3.33ms, DB Conn: 1.28ms, DB Query: 1.20ms
[2026-06-09 18:19:18] GET /api/metrics/table - Total: 6.61ms, DB Conn: 1.26ms, DB Query: 2.61ms
[2026-06-09 18:19:18] GET /api/filters - Total: 3.34ms, DB Conn: 0.83ms, DB Query: 1.10ms
[2026-06-09 18:19:18] GET /api/metrics/charts - Total: 7.28ms, DB Conn: 1.06ms, DB Query: 4.51ms
[2026-06-09 18:19:18] GET /api/report-metadata - Total: 3.96ms, DB Conn: 0.75ms, DB Query: 0.67ms
[2026-06-09 18:19:18] GET /api/metrics/summary - Total: 4.49ms, DB Conn: 0.80ms, DB Query: 1.20ms
[2026-06-09 18:19:18] GET /api/filters - Total: 3.11ms, DB Conn: 0.71ms, DB Query: 0.85ms
[2026-06-09 18:19:18] GET /api/metrics/table - Total: 5.55ms, DB Conn: 0.77ms, DB Query: 1.41ms
[2026-06-09 18:19:18] GET /api/metrics/charts - Total: 6.82ms, DB Conn: 0.69ms, DB Query: 3.36ms
[2026-06-09 18:20:45] GET /api/report-metadata - Total: 13.92ms, DB Conn: 2.16ms, DB Query: 6.18ms
[2026-06-09 18:20:45] GET /api/metrics/summary - Total: 14.15ms, DB Conn: 1.01ms, DB Query: 6.49ms
[2026-06-09 18:20:45] GET /api/filters - Total: 14.47ms, DB Conn: 2.85ms, DB Query: 6.54ms
[2026-06-09 18:20:45] GET /api/metrics/table - Total: 16.93ms, DB Conn: 2.68ms, DB Query: 7.10ms
[2026-06-09 18:20:45] GET /api/metrics/charts - Total: 17.15ms, DB Conn: 2.41ms, DB Query: 9.03ms
[2026-06-09 18:20:45] GET /api/metrics/summary - Total: 3.13ms, DB Conn: 0.82ms, DB Query: 0.99ms
[2026-06-09 18:20:45] GET /api/filters - Total: 3.21ms, DB Conn: 0.87ms, DB Query: 1.10ms
[2026-06-09 18:20:45] GET /api/metrics/table - Total: 6.20ms, DB Conn: 0.82ms, DB Query: 1.60ms
[2026-06-09 18:20:45] GET /api/metrics/charts - Total: 6.98ms, DB Conn: 0.95ms, DB Query: 4.06ms
[2026-06-09 18:20:46] GET /api/report-metadata - Total: 3.33ms, DB Conn: 1.10ms, DB Query: 0.79ms
[2026-06-09 18:20:59] GET /api/metrics/table - Total: 7.62ms, DB Conn: 0.96ms, DB Query: 1.65ms
[2026-06-09 18:20:59] GET /api/filters - Total: 3.43ms, DB Conn: 0.81ms, DB Query: 1.10ms
[2026-06-09 18:20:59] GET /api/report-metadata - Total: 2.42ms, DB Conn: 0.73ms, DB Query: 0.82ms
[2026-06-09 18:20:59] GET /api/metrics/summary - Total: 3.49ms, DB Conn: 0.87ms, DB Query: 1.16ms
[2026-06-09 18:20:59] GET /api/metrics/charts - Total: 6.80ms, DB Conn: 0.85ms, DB Query: 4.37ms
[2026-06-09 18:20:59] GET /api/filters - Total: 2.84ms, DB Conn: 0.88ms, DB Query: 1.12ms
[2026-06-09 18:20:59] GET /api/report-metadata - Total: 3.39ms, DB Conn: 1.13ms, DB Query: 0.81ms
[2026-06-09 18:20:59] GET /api/metrics/summary - Total: 3.62ms, DB Conn: 1.22ms, DB Query: 1.36ms
[2026-06-09 18:20:59] GET /api/metrics/table - Total: 5.90ms, DB Conn: 1.14ms, DB Query: 1.70ms
[2026-06-09 18:20:59] GET /api/metrics/charts - Total: 6.29ms, DB Conn: 0.80ms, DB Query: 3.53ms
[2026-06-09 18:22:46] GET /api/metrics/summary - Total: 4.81ms, DB Conn: 1.52ms, DB Query: 1.07ms
[2026-06-09 18:22:46] GET /api/report-metadata - Total: 3.99ms, DB Conn: 0.67ms, DB Query: 0.60ms
[2026-06-09 18:22:46] GET /api/filters - Total: 4.91ms, DB Conn: 0.67ms, DB Query: 0.79ms
[2026-06-09 18:22:46] GET /api/metrics/table - Total: 10.93ms, DB Conn: 1.77ms, DB Query: 1.60ms
[2026-06-09 18:22:46] GET /api/metrics/charts - Total: 8.47ms, DB Conn: 0.93ms, DB Query: 3.78ms
[2026-06-09 18:22:46] GET /api/report-metadata - Total: 2.49ms, DB Conn: 0.78ms, DB Query: 0.72ms
[2026-06-09 18:22:46] GET /api/filters - Total: 3.11ms, DB Conn: 0.83ms, DB Query: 0.75ms
[2026-06-09 18:22:46] GET /api/metrics/summary - Total: 3.01ms, DB Conn: 0.69ms, DB Query: 0.94ms
[2026-06-09 18:22:46] GET /api/metrics/table - Total: 6.92ms, DB Conn: 0.76ms, DB Query: 1.88ms
[2026-06-09 18:22:46] GET /api/metrics/charts - Total: 6.55ms, DB Conn: 0.72ms, DB Query: 3.44ms
[2026-06-09 18:23:25] GET /api/metrics/table - Total: 7.06ms, DB Conn: 0.92ms, DB Query: 2.59ms
[2026-06-09 18:23:25] GET /api/metrics/summary - Total: 6.13ms, DB Conn: 1.07ms, DB Query: 2.69ms
[2026-06-09 18:23:25] GET /api/metrics/charts - Total: 7.21ms, DB Conn: 0.68ms, DB Query: 4.35ms
[2026-06-09 18:23:27] GET /api/metrics/table - Total: 3.57ms, DB Conn: 0.77ms, DB Query: 1.27ms
[2026-06-09 18:23:27] GET /api/metrics/summary - Total: 6.27ms, DB Conn: 1.10ms, DB Query: 1.00ms
[2026-06-09 18:23:27] GET /api/metrics/charts - Total: 6.52ms, DB Conn: 0.94ms, DB Query: 3.74ms
[2026-06-09 18:23:28] GET /api/metrics/summary - Total: 3.10ms, DB Conn: 0.97ms, DB Query: 1.16ms
[2026-06-09 18:23:28] GET /api/metrics/table - Total: 3.14ms, DB Conn: 0.91ms, DB Query: 1.07ms
[2026-06-09 18:23:29] GET /api/metrics/charts - Total: 6.88ms, DB Conn: 1.01ms, DB Query: 4.58ms
[2026-06-09 18:23:30] GET /api/metrics/table - Total: 4.00ms, DB Conn: 0.85ms, DB Query: 1.30ms
[2026-06-09 18:23:30] GET /api/metrics/summary - Total: 3.40ms, DB Conn: 0.71ms, DB Query: 1.19ms
[2026-06-09 18:23:30] GET /api/metrics/charts - Total: 7.34ms, DB Conn: 0.92ms, DB Query: 4.10ms
[2026-06-09 18:23:34] GET /api/metrics/summary - Total: 4.18ms, DB Conn: 0.93ms, DB Query: 1.32ms
[2026-06-09 18:23:34] GET /api/metrics/table - Total: 4.40ms, DB Conn: 0.93ms, DB Query: 1.60ms
[2026-06-09 18:23:34] GET /api/metrics/charts - Total: 7.89ms, DB Conn: 0.81ms, DB Query: 4.31ms
[2026-06-09 18:23:37] GET /api/metrics/summary - Total: 2.79ms, DB Conn: 0.85ms, DB Query: 1.05ms
[2026-06-09 18:23:37] GET /api/metrics/table - Total: 3.50ms, DB Conn: 0.81ms, DB Query: 1.16ms
[2026-06-09 18:23:37] GET /api/metrics/charts - Total: 6.38ms, DB Conn: 0.88ms, DB Query: 4.37ms
[2026-06-09 18:23:41] GET /api/metrics/summary - Total: 3.00ms, DB Conn: 0.96ms, DB Query: 0.74ms
[2026-06-09 18:23:41] GET /api/metrics/table - Total: 4.29ms, DB Conn: 0.71ms, DB Query: 0.99ms
[2026-06-09 18:23:41] GET /api/metrics/charts - Total: 5.68ms, DB Conn: 0.96ms, DB Query: 3.49ms
[2026-06-09 18:23:54] GET /api/filters - Total: 3.55ms, DB Conn: 0.94ms, DB Query: 1.01ms
[2026-06-09 18:23:54] GET /api/metrics/summary - Total: 4.05ms, DB Conn: 1.43ms, DB Query: 1.36ms
[2026-06-09 18:23:54] GET /api/metrics/table - Total: 7.35ms, DB Conn: 2.32ms, DB Query: 2.04ms
[2026-06-09 18:23:54] GET /api/report-metadata - Total: 3.37ms, DB Conn: 1.02ms, DB Query: 0.98ms
[2026-06-09 18:23:54] GET /api/metrics/charts - Total: 7.63ms, DB Conn: 0.85ms, DB Query: 4.86ms
[2026-06-09 18:23:54] GET /api/report-metadata - Total: 2.91ms, DB Conn: 0.72ms, DB Query: 0.80ms
[2026-06-09 18:23:54] GET /api/metrics/summary - Total: 3.78ms, DB Conn: 0.97ms, DB Query: 1.19ms
[2026-06-09 18:23:54] GET /api/filters - Total: 3.08ms, DB Conn: 0.93ms, DB Query: 1.02ms
[2026-06-09 18:23:54] GET /api/metrics/table - Total: 7.47ms, DB Conn: 0.81ms, DB Query: 2.05ms
[2026-06-09 18:23:54] GET /api/metrics/charts - Total: 7.48ms, DB Conn: 1.05ms, DB Query: 4.18ms
[2026-06-09 18:23:56] GET /api/metrics/summary - Total: 3.65ms, DB Conn: 0.92ms, DB Query: 1.04ms
[2026-06-09 18:23:56] GET /api/metrics/table - Total: 5.68ms, DB Conn: 0.95ms, DB Query: 1.60ms
[2026-06-09 18:23:56] GET /api/metrics/charts - Total: 6.86ms, DB Conn: 0.73ms, DB Query: 4.25ms
[2026-06-09 18:23:58] GET /api/metrics/summary - Total: 2.89ms, DB Conn: 0.70ms, DB Query: 1.02ms
[2026-06-09 18:23:58] GET /api/metrics/charts - Total: 8.08ms, DB Conn: 1.09ms, DB Query: 4.62ms
[2026-06-09 18:23:58] GET /api/metrics/table - Total: 4.24ms, DB Conn: 0.77ms, DB Query: 1.36ms
[2026-06-09 18:24:00] GET /api/metrics/summary - Total: 3.42ms, DB Conn: 0.93ms, DB Query: 1.34ms
[2026-06-09 18:24:00] GET /api/metrics/table - Total: 4.04ms, DB Conn: 0.66ms, DB Query: 1.64ms
[2026-06-09 18:24:00] GET /api/metrics/charts - Total: 6.56ms, DB Conn: 0.93ms, DB Query: 4.16ms
[2026-06-09 18:24:09] GET /api/metrics/summary - Total: 2.67ms, DB Conn: 0.99ms, DB Query: 0.70ms
[2026-06-09 18:24:09] GET /api/metrics/table - Total: 4.55ms, DB Conn: 1.01ms, DB Query: 1.11ms
[2026-06-09 18:24:09] GET /api/metrics/charts - Total: 6.34ms, DB Conn: 0.71ms, DB Query: 3.52ms
[2026-06-09 18:24:12] GET /api/metrics/summary - Total: 3.75ms, DB Conn: 0.98ms, DB Query: 0.79ms
[2026-06-09 18:24:12] GET /api/metrics/table - Total: 4.70ms, DB Conn: 1.17ms, DB Query: 1.04ms
[2026-06-09 18:24:12] GET /api/metrics/charts - Total: 6.80ms, DB Conn: 1.12ms, DB Query: 3.30ms
[2026-06-09 18:24:13] GET /api/metrics/summary - Total: 2.30ms, DB Conn: 0.65ms, DB Query: 0.69ms
[2026-06-09 18:24:13] GET /api/metrics/table - Total: 4.27ms, DB Conn: 0.95ms, DB Query: 0.98ms
[2026-06-09 18:24:13] GET /api/metrics/charts - Total: 5.52ms, DB Conn: 0.97ms, DB Query: 3.29ms
[2026-06-09 18:24:29] GET /api/filters - Total: 3.00ms, DB Conn: 0.69ms, DB Query: 0.83ms
[2026-06-09 18:24:29] GET /api/metrics/charts - Total: 6.00ms, DB Conn: 0.89ms, DB Query: 3.92ms
[2026-06-09 18:24:29] GET /api/metrics/table - Total: 6.30ms, DB Conn: 0.86ms, DB Query: 1.55ms
[2026-06-09 18:24:29] GET /api/report-metadata - Total: 3.44ms, DB Conn: 0.95ms, DB Query: 0.84ms
[2026-06-09 18:24:29] GET /api/metrics/summary - Total: 3.35ms, DB Conn: 0.78ms, DB Query: 1.14ms
[2026-06-09 18:24:29] GET /api/filters - Total: 3.30ms, DB Conn: 0.77ms, DB Query: 0.69ms
[2026-06-09 18:24:29] GET /api/report-metadata - Total: 2.88ms, DB Conn: 0.78ms, DB Query: 0.64ms
[2026-06-09 18:24:29] GET /api/metrics/table - Total: 7.80ms, DB Conn: 0.82ms, DB Query: 2.13ms
[2026-06-09 18:24:29] GET /api/metrics/charts - Total: 9.16ms, DB Conn: 0.74ms, DB Query: 6.50ms
[2026-06-09 18:24:29] GET /api/metrics/summary - Total: 3.24ms, DB Conn: 0.77ms, DB Query: 0.86ms
[2026-06-09 18:24:44] GET /api/report-metadata - Total: 2.58ms, DB Conn: 1.05ms, DB Query: 0.70ms
[2026-06-09 18:24:44] GET /api/metrics/summary - Total: 3.61ms, DB Conn: 0.82ms, DB Query: 1.02ms
[2026-06-09 18:24:44] GET /api/filters - Total: 2.83ms, DB Conn: 0.91ms, DB Query: 0.77ms
[2026-06-09 18:24:44] GET /api/metrics/table - Total: 12.39ms, DB Conn: 0.71ms, DB Query: 1.87ms
[2026-06-09 18:24:44] GET /api/metrics/charts - Total: 8.53ms, DB Conn: 1.01ms, DB Query: 4.98ms
[2026-06-09 18:24:44] GET /api/report-metadata - Total: 3.74ms, DB Conn: 0.84ms, DB Query: 0.72ms
[2026-06-09 18:24:44] GET /api/filters - Total: 3.65ms, DB Conn: 0.97ms, DB Query: 1.01ms
[2026-06-09 18:24:44] GET /api/metrics/summary - Total: 4.94ms, DB Conn: 1.04ms, DB Query: 1.90ms
[2026-06-09 18:24:44] GET /api/metrics/table - Total: 7.46ms, DB Conn: 0.79ms, DB Query: 1.91ms
[2026-06-09 18:24:44] GET /api/metrics/charts - Total: 6.29ms, DB Conn: 0.85ms, DB Query: 3.57ms
[2026-06-09 18:24:54] GET /api/metrics/summary - Total: 4.17ms, DB Conn: 1.10ms, DB Query: 1.02ms
[2026-06-09 18:24:54] GET /api/report-metadata - Total: 2.30ms, DB Conn: 0.70ms, DB Query: 0.62ms
[2026-06-09 18:24:54] GET /api/metrics/table - Total: 6.29ms, DB Conn: 1.22ms, DB Query: 1.53ms
[2026-06-09 18:24:54] GET /api/metrics/charts - Total: 8.42ms, DB Conn: 0.87ms, DB Query: 4.45ms
[2026-06-09 18:24:54] GET /api/filters - Total: 3.96ms, DB Conn: 0.68ms, DB Query: 1.34ms
[2026-06-09 18:24:54] GET /api/metrics/summary - Total: 3.36ms, DB Conn: 0.83ms, DB Query: 1.11ms
[2026-06-09 18:24:54] GET /api/report-metadata - Total: 2.89ms, DB Conn: 0.77ms, DB Query: 0.64ms
[2026-06-09 18:24:54] GET /api/metrics/table - Total: 6.65ms, DB Conn: 0.79ms, DB Query: 1.59ms
[2026-06-09 18:24:54] GET /api/metrics/charts - Total: 6.25ms, DB Conn: 0.99ms, DB Query: 3.46ms
[2026-06-09 18:24:54] GET /api/filters - Total: 3.17ms, DB Conn: 0.76ms, DB Query: 0.72ms
[2026-06-09 18:25:45] GET /api/metrics/table - Total: 7.49ms, DB Conn: 1.08ms, DB Query: 2.09ms
[2026-06-09 18:25:45] GET /api/report-metadata - Total: 2.62ms, DB Conn: 0.75ms, DB Query: 0.79ms
[2026-06-09 18:25:45] GET /api/filters - Total: 2.67ms, DB Conn: 0.80ms, DB Query: 1.56ms
[2026-06-09 18:25:45] GET /api/metrics/charts - Total: 6.49ms, DB Conn: 0.81ms, DB Query: 4.36ms
[2026-06-09 18:25:45] GET /api/metrics/summary - Total: 3.74ms, DB Conn: 0.97ms, DB Query: 1.02ms
[2026-06-09 18:25:45] GET /api/report-metadata - Total: 2.80ms, DB Conn: 0.83ms, DB Query: 0.75ms
[2026-06-09 18:25:45] GET /api/filters - Total: 2.58ms, DB Conn: 0.90ms, DB Query: 0.86ms
[2026-06-09 18:25:45] GET /api/metrics/charts - Total: 6.58ms, DB Conn: 0.88ms, DB Query: 3.94ms
[2026-06-09 18:25:45] GET /api/metrics/table - Total: 6.79ms, DB Conn: 1.04ms, DB Query: 1.61ms
[2026-06-09 18:25:45] GET /api/metrics/summary - Total: 3.15ms, DB Conn: 0.72ms, DB Query: 0.83ms
[2026-06-09 18:25:53] GET /api/metrics/table - Total: 9.18ms, DB Conn: 1.21ms, DB Query: 1.61ms
[2026-06-09 18:25:53] GET /api/metrics/charts - Total: 6.46ms, DB Conn: 0.72ms, DB Query: 4.12ms
[2026-06-09 18:25:53] GET /api/metrics/summary - Total: 7.78ms, DB Conn: 0.72ms, DB Query: 0.92ms
[2026-06-09 18:25:55] GET /api/metrics/table - Total: 4.25ms, DB Conn: 1.04ms, DB Query: 1.20ms
[2026-06-09 18:25:55] GET /api/metrics/summary - Total: 3.49ms, DB Conn: 0.67ms, DB Query: 0.96ms
[2026-06-09 18:25:55] GET /api/metrics/charts - Total: 6.80ms, DB Conn: 1.20ms, DB Query: 3.78ms
[2026-06-09 18:25:58] GET /api/metrics/table - Total: 3.08ms, DB Conn: 0.84ms, DB Query: 1.07ms
[2026-06-09 18:25:58] GET /api/metrics/charts - Total: 7.03ms, DB Conn: 0.85ms, DB Query: 4.05ms
[2026-06-09 18:25:58] GET /api/metrics/summary - Total: 3.40ms, DB Conn: 0.70ms, DB Query: 1.06ms
[2026-06-09 18:26:00] GET /api/metrics/table - Total: 3.11ms, DB Conn: 1.04ms, DB Query: 1.04ms
[2026-06-09 18:26:00] GET /api/metrics/summary - Total: 2.75ms, DB Conn: 1.02ms, DB Query: 0.64ms
[2026-06-09 18:26:00] GET /api/metrics/charts - Total: 5.45ms, DB Conn: 0.81ms, DB Query: 3.18ms
[2026-06-09 18:26:02] GET /api/metrics/table - Total: 4.66ms, DB Conn: 0.99ms, DB Query: 0.88ms
[2026-06-09 18:26:02] GET /api/metrics/charts - Total: 5.83ms, DB Conn: 1.09ms, DB Query: 3.54ms
[2026-06-09 18:26:02] GET /api/metrics/summary - Total: 2.99ms, DB Conn: 0.90ms, DB Query: 0.57ms
[2026-06-09 18:26:03] GET /api/metrics/summary - Total: 3.45ms, DB Conn: 0.95ms, DB Query: 0.96ms
[2026-06-09 18:26:03] GET /api/metrics/table - Total: 4.98ms, DB Conn: 0.98ms, DB Query: 1.37ms
[2026-06-09 18:26:03] GET /api/metrics/charts - Total: 6.34ms, DB Conn: 0.73ms, DB Query: 3.55ms
[2026-06-09 18:27:28] GET /api/metrics/summary - Total: 4.96ms, DB Conn: 0.73ms, DB Query: 1.43ms
[2026-06-09 18:27:28] GET /api/metrics/charts - Total: 8.24ms, DB Conn: 0.97ms, DB Query: 4.65ms
[2026-06-09 18:27:28] GET /api/metrics/table - Total: 8.62ms, DB Conn: 0.88ms, DB Query: 1.67ms
[2026-06-09 18:27:28] GET /api/report-metadata - Total: 3.21ms, DB Conn: 1.02ms, DB Query: 0.79ms
[2026-06-09 18:27:28] GET /api/filters - Total: 3.26ms, DB Conn: 0.84ms, DB Query: 0.90ms
[2026-06-09 18:27:28] GET /api/metrics/summary - Total: 3.57ms, DB Conn: 0.87ms, DB Query: 1.26ms
[2026-06-09 18:27:28] GET /api/report-metadata - Total: 2.27ms, DB Conn: 0.91ms, DB Query: 0.73ms
[2026-06-09 18:27:28] GET /api/filters - Total: 3.06ms, DB Conn: 0.83ms, DB Query: 0.83ms
[2026-06-09 18:27:28] GET /api/metrics/charts - Total: 6.99ms, DB Conn: 0.85ms, DB Query: 4.06ms
[2026-06-09 18:27:28] GET /api/metrics/table - Total: 6.57ms, DB Conn: 0.79ms, DB Query: 1.58ms
[2026-06-09 18:27:33] GET /api/metrics/charts - Total: 7.18ms, DB Conn: 0.78ms, DB Query: 4.43ms
[2026-06-09 18:27:33] GET /api/metrics/summary - Total: 3.15ms, DB Conn: 0.80ms, DB Query: 1.06ms
[2026-06-09 18:27:33] GET /api/metrics/table - Total: 9.12ms, DB Conn: 1.06ms, DB Query: 1.89ms
[2026-06-09 18:27:35] GET /api/metrics/summary - Total: 3.90ms, DB Conn: 0.83ms, DB Query: 1.20ms
[2026-06-09 18:27:35] GET /api/metrics/table - Total: 5.12ms, DB Conn: 1.01ms, DB Query: 1.66ms
[2026-06-09 18:27:35] GET /api/metrics/charts - Total: 7.62ms, DB Conn: 0.97ms, DB Query: 4.61ms
[2026-06-09 18:27:37] GET /api/metrics/summary - Total: 2.94ms, DB Conn: 0.93ms, DB Query: 0.94ms
[2026-06-09 18:27:37] GET /api/filters - Total: 3.38ms, DB Conn: 0.93ms, DB Query: 0.74ms
[2026-06-09 18:27:37] GET /api/report-metadata - Total: 6.17ms, DB Conn: 0.77ms, DB Query: 0.81ms
[2026-06-09 18:27:37] GET /api/metrics/charts - Total: 5.85ms, DB Conn: 0.77ms, DB Query: 3.62ms
[2026-06-09 18:27:37] GET /api/metrics/table - Total: 5.95ms, DB Conn: 0.84ms, DB Query: 1.53ms
[2026-06-09 18:27:37] GET /api/filters - Total: 3.03ms, DB Conn: 0.99ms, DB Query: 0.80ms
[2026-06-09 18:27:37] GET /api/metrics/summary - Total: 2.76ms, DB Conn: 0.91ms, DB Query: 0.95ms
[2026-06-09 18:27:37] GET /api/report-metadata - Total: 3.67ms, DB Conn: 0.63ms, DB Query: 0.70ms
[2026-06-09 18:27:37] GET /api/metrics/charts - Total: 7.86ms, DB Conn: 0.68ms, DB Query: 4.86ms
[2026-06-09 18:27:37] GET /api/metrics/table - Total: 6.21ms, DB Conn: 0.84ms, DB Query: 1.58ms
[2026-06-09 18:27:38] GET /api/report-metadata - Total: 2.64ms, DB Conn: 1.08ms, DB Query: 0.86ms
[2026-06-09 18:27:38] GET /api/metrics/summary - Total: 3.17ms, DB Conn: 0.97ms, DB Query: 1.08ms
[2026-06-09 18:27:38] GET /api/filters - Total: 2.98ms, DB Conn: 1.06ms, DB Query: 0.92ms
[2026-06-09 18:27:38] GET /api/metrics/charts - Total: 6.69ms, DB Conn: 1.28ms, DB Query: 4.24ms
[2026-06-09 18:27:38] GET /api/metrics/table - Total: 7.54ms, DB Conn: 0.93ms, DB Query: 1.98ms
[2026-06-09 18:27:38] GET /api/filters - Total: 2.93ms, DB Conn: 0.69ms, DB Query: 0.77ms
[2026-06-09 18:27:38] GET /api/metrics/summary - Total: 3.17ms, DB Conn: 0.90ms, DB Query: 0.98ms
[2026-06-09 18:27:38] GET /api/report-metadata - Total: 2.78ms, DB Conn: 0.73ms, DB Query: 0.64ms
[2026-06-09 18:27:38] GET /api/metrics/charts - Total: 6.42ms, DB Conn: 0.76ms, DB Query: 3.71ms
[2026-06-09 18:27:38] GET /api/metrics/table - Total: 5.79ms, DB Conn: 0.84ms, DB Query: 1.51ms
[2026-06-09 18:27:40] GET /api/filters - Total: 2.67ms, DB Conn: 0.95ms, DB Query: 0.99ms
[2026-06-09 18:27:40] GET /api/report-metadata - Total: 2.48ms, DB Conn: 1.06ms, DB Query: 0.66ms
[2026-06-09 18:27:40] GET /api/metrics/table - Total: 5.88ms, DB Conn: 0.81ms, DB Query: 1.66ms
[2026-06-09 18:27:40] GET /api/metrics/charts - Total: 6.00ms, DB Conn: 1.10ms, DB Query: 3.51ms
[2026-06-09 18:27:40] GET /api/report-metadata - Total: 2.71ms, DB Conn: 0.67ms, DB Query: 0.72ms
[2026-06-09 18:27:40] GET /api/filters - Total: 2.40ms, DB Conn: 0.66ms, DB Query: 0.75ms
[2026-06-09 18:27:40] GET /api/metrics/summary - Total: 3.30ms, DB Conn: 0.68ms, DB Query: 1.13ms
[2026-06-09 18:27:40] GET /api/metrics/table - Total: 6.17ms, DB Conn: 0.77ms, DB Query: 1.57ms
[2026-06-09 18:27:40] GET /api/metrics/charts - Total: 8.44ms, DB Conn: 0.77ms, DB Query: 5.01ms
[2026-06-09 18:27:40] GET /api/metrics/summary - Total: 3.15ms, DB Conn: 0.83ms, DB Query: 0.89ms
[2026-06-09 18:27:44] GET /api/report-metadata - Total: 4.78ms, DB Conn: 1.32ms, DB Query: 0.73ms
[2026-06-09 18:27:44] GET /api/filters - Total: 5.68ms, DB Conn: 1.21ms, DB Query: 1.15ms
[2026-06-09 18:27:44] GET /api/metrics/summary - Total: 7.74ms, DB Conn: 1.00ms, DB Query: 1.22ms
[2026-06-09 18:27:44] GET /api/metrics/table - Total: 11.21ms, DB Conn: 1.28ms, DB Query: 2.03ms
[2026-06-09 18:27:44] GET /api/metrics/charts - Total: 8.75ms, DB Conn: 1.02ms, DB Query: 4.84ms
[2026-06-09 18:27:44] GET /api/metrics/summary - Total: 2.80ms, DB Conn: 0.77ms, DB Query: 1.04ms
[2026-06-09 18:27:44] GET /api/report-metadata - Total: 2.47ms, DB Conn: 0.94ms, DB Query: 0.71ms
[2026-06-09 18:27:44] GET /api/filters - Total: 2.50ms, DB Conn: 0.80ms, DB Query: 0.82ms
[2026-06-09 18:27:44] GET /api/metrics/table - Total: 6.61ms, DB Conn: 0.68ms, DB Query: 1.56ms
[2026-06-09 18:27:44] GET /api/metrics/charts - Total: 7.25ms, DB Conn: 0.69ms, DB Query: 4.20ms
[2026-06-09 18:27:46] GET /api/metrics/summary - Total: 2.52ms, DB Conn: 0.86ms, DB Query: 0.95ms
[2026-06-09 18:27:46] GET /api/metrics/table - Total: 3.00ms, DB Conn: 0.99ms, DB Query: 1.25ms
[2026-06-09 18:27:46] GET /api/metrics/charts - Total: 6.65ms, DB Conn: 0.69ms, DB Query: 3.96ms
[2026-06-09 18:27:48] GET /api/metrics/summary - Total: 3.17ms, DB Conn: 0.79ms, DB Query: 0.96ms
[2026-06-09 18:27:48] GET /api/metrics/charts - Total: 7.05ms, DB Conn: 0.93ms, DB Query: 3.58ms
[2026-06-09 18:27:48] GET /api/metrics/table - Total: 6.47ms, DB Conn: 0.80ms, DB Query: 1.99ms
[2026-06-09 18:27:50] GET /api/metrics/summary - Total: 2.96ms, DB Conn: 1.13ms, DB Query: 1.12ms
[2026-06-09 18:27:50] GET /api/metrics/table - Total: 4.60ms, DB Conn: 0.98ms, DB Query: 1.55ms
